sentence,translated,fuel,machine,others,part,price,service
Sayang enggak ada gps map - nya kayak versi yang lama . Padahal lumayan buat ke kondangan di pelosok yang susah sinyal . Screen mirror juga masa pakai kabel saja bisa nya,sayang ora ana gps map -e kaya versi kang lawas . padahal lumayan gawe menyang kondangan ing pelosok kang angel sinyal . screen mirror uga masa anggo kabel wae bisane,neutral,neutral,neutral,negative,neutral,neutral
Untuk menjaga performa terbaik Innova ini tak perlu banyak biaya servis seperti mobil saya terdahulu .,kanggo njaga performa paling apik innova iki ora prelu akeh ragad servis kaya mobil aku dhisik .,neutral,neutral,neutral,neutral,neutral,positive
Kabin depan tengah dan belakang lebih lega dan nyaman PAJERO SPORT dibanding FORTUNER,kabin ngarep tengah lan wuri luwih lega lan kepenak pajero sport dibandhingake fortuner,neutral,neutral,neutral,negative,neutral,neutral
"Bapak gue punya gl yang facelift 2013 , sampai sini masih bagus , mesin masih enak + bensin V - power , belum pernah turun mesin","bapak aku  nduwe gl kang facelift 2013 , tekan kene isih apik , mesin isih sekeca + bensin v -power , durung tau mudhun mesin",neutral,positive,positive,neutral,neutral,neutral
Terakhir service ke bengkel Daihatsu tahun 2016 . Agak mahal sih memang . Ehe .,pungkasan service menyang bengkel daihatsu taun 2016 . rada larang sih pancen . ehe .,neutral,neutral,neutral,neutral,neutral,negative
Keseluruhan puas banget sih pakai hrv,sakabehe marem banget sih anggo hrv,neutral,neutral,positive,neutral,neutral,neutral
mesin nya Avanza bandel dan nyaman dipakai .,mesine avanza bandel lan kepenak dianggo .,neutral,positive,positive,neutral,neutral,neutral
"mobil avanza tidak terlau mahal , tetapi banyak fitur yang mendukung .","mobil avanza ora terlau larang , nanging akeh fitur kang nyengkuyung .",neutral,neutral,neutral,positive,positive,neutral
"kalau ertiga body oke lah minimalis gitu, tapi tarikan lambat banget","yen ertiga body oke lah minimalis ngono, nanging tarikan alon banget",neutral,negative,neutral,positive,neutral,neutral
saya dukung mobil fortuner,aku nyengkuyung mobil fortuner,neutral,neutral,positive,neutral,neutral,neutral
"Honda Beat sangat mengerti di saat kantong lagi tipis tidak pernah rewel , mesin masih halus terus meskipun tiap hari dibawa perjalanan jauh terus","honda beat ngerti banget ing wektu kantong maneh tipis ora tau rewel , mesin isih alus terus sanadyan saben dina digawa perjalanan adoh terus",neutral,positive,positive,neutral,neutral,neutral
Calya lari nya juga lumayan kencang mantap jiwa,calya mlayune uga lumayan kenceng mantep jiwa,neutral,positive,neutral,neutral,neutral,neutral
sayang nya veloz masih menggunakan lampu halogen bukan LED ya juragan,emane veloz isih migunakake lampu halogen dudu led ya juragan,neutral,neutral,neutral,negative,neutral,neutral
HRV ini punya ultra seat jadi bawa barang yang jangkung atau mau menyembunyikan barang bisa di bawah jok . keren sih .,hrv iki nduwe ultra seat dadi gawa barang kang jangkung utawa arep ngumpetake barang bisa ing ngisor jok . keren sih .,neutral,neutral,neutral,positive,neutral,neutral
honda brio termasuk yang cukup ekonomis di kelas nya,honda brio kalebu kang cukup ekonomis ing kelase,neutral,neutral,neutral,neutral,positive,neutral
Secara service untuk konsumen daihatsu masih lebih bagus dibanding toyota.,kanthi service kanggo konsumen daihatsu isih luwih apik dibandhingake toyota.,neutral,neutral,neutral,neutral,neutral,negative
cukup sebulan buat inden fortuner gak kaya xpander sampe setahun,cukup sasasi gawe inden fortuner ora sugih xpander tekan sataun,neutral,neutral,neutral,neutral,neutral,negative
scoopy kaya nya memang dibuat untuk anak muda yang oke pokoknya,scoopy kayane pancen digawe kanggo bocah enom kang oke pokoke,neutral,neutral,positive,neutral,neutral,neutral
"Suka deh sama pilihan mobil avanza yang satu ini , tenaga bagus dan bandel","remen deh karo pilihan mobil avanza kang siji iki , tenaga apik lan bandel",neutral,positive,neutral,neutral,neutral,neutral
"4 tahun pakai altis , terbukti sih ini mobil mesin nya bandel banget","4 taun anggo altis , kabukten sih iki mobil mesine bandel banget",neutral,positive,neutral,neutral,neutral,neutral
Ini gue saja yang merasa bensin Xenia boros banget apa memang iya sih,iki aku  wae kang ngrasa bensin xenia boros banget apa pancen iya sih,negative,neutral,neutral,neutral,neutral,neutral
Pajero sport lah ! Fitur safety nya lebih cakep daripada Fortuner,pajero sport lah ! fitur safetye luwih cakep daripada fortuner,neutral,neutral,neutral,negative,neutral,neutral
"Njrit , mahal amat , vario perawatan cuma perlu ganti oli mesin sama gardan , kalau ada yang perlu diganti ya gue ganti sendiri , gue mending modal dikit beli toolkits buat bongkar motor daripada dibawa ke bengkel resmi , suka ngaco bengkel resmi","njrit , larang banget , vario pangopenan namung prelu genti oli mesin padha gardan , yen ana kang prelu digantos ya aku  genti dhewe , aku  mending modhal sithik tuku toolkits gawe bongkar montor daripada digawa menyang bengkel resmi , remen ngaco bengkel resmi",neutral,neutral,neutral,neutral,neutral,negative
"CHR = harga selangit , fitur kurang joss","chr  =  rega selangit , fitur kurang joss",neutral,neutral,neutral,negative,negative,neutral
Bengkel honda payah bro ! Ngaret . Bengkel sebelah on time . #noted,bengkel honda payah bro ! ngaret . bengkel sawelah on time . #noted,neutral,neutral,neutral,neutral,neutral,negative
keren pajero bro ... fortuner mah lewat ..,keren pajero bro ... fortuner mah liwat ..,neutral,neutral,negative,neutral,neutral,neutral
Yahama Aerox 155 vva akselerasi memang top.,yahama aerox 155 vva akselerasi pancen top.,neutral,positive,neutral,neutral,neutral,neutral
scoopy kece . Bensin irit dibawa jauh pun tidak rewel . Enggak banyak buang-buang uang saat servis .,scoopy kece . bensin irit digawa adoh uga ora rewel . ora akeh buwang-buwang dhuwit wektu servis .,positive,neutral,positive,neutral,neutral,positive
"Daihatsu Sigra, tangki bensin rawan bocor karena terbuat dari bahan plastik.","daihatsu sigra, tangki bensin rawan bocor amarga kagawe saka bahan plastik.",neutral,neutral,neutral,negative,neutral,neutral
"menurut gue ini mobil agak cengeng sih , alias banyak penyakit , menurut pendapat saya","manut aku  iki mobil rada cengeng sih , alias akeh lelara , manut pendapat aku",neutral,neutral,negative,neutral,neutral,neutral
"grand livina XV matic saya sangat nyaman , enggak pernah ada masalah berarti . nissan top","grand livina xv matic aku kepenak banget , ora tau ana masalah ateges . nissan top",neutral,neutral,positive,neutral,neutral,neutral
Altis ku tahun 2001 istimewa banget,altis ku taun 2001 istimiwa banget,neutral,neutral,positive,neutral,neutral,neutral
Desain Unibody ini memberikan kemampuan lebih kepada Avanza dalam menahan beban dan itu salah satu poin dibandingkan dengan para pesaing nya juragan,desain unibody iki menehake kemampuan luwih marang avanza jero menahan beban lan iku salah siji poin dibandhingake karo para pesainge juragan,neutral,neutral,neutral,positive,neutral,neutral
Entah kenapa gue melihat mobil ini enggak proporsional dari samping - belakang,embuh geneya aku  weruh mobil iki ora proporsional saka ngiringan wuri,neutral,neutral,neutral,negative,neutral,neutral
Menurut gw sih fortuner menang jauh dari segi kemewahan nya daripada pajero yg kampungan banget,manut gw sih fortuner menang adoh saka segi kemewahane daripada pajero kang kampungan banget,neutral,neutral,negative,neutral,neutral,neutral
Menurut saya pribadi : Vario 150 2018 hanya ganti baju saja . Mesin dan rem kurang memuaskan karena tak ada peningkatan .,manut aku pribadi : vario 150 2018 mung salin wae . mesin lan rem kurang maremake amarga ora ana peningkatan .,neutral,negative,neutral,negative,neutral,neutral
"kalau kata tukang bengkel , xenia adalah mobil irit . irit bensin ( dapat 1:12 ) .","yen tembung tukang bengkel , xenia yaiku mobil irit . irit bensin ( oleh 1:12 ) .",positive,neutral,neutral,neutral,neutral,neutral
Kalo Ada HRV prestige .. pasti juara disini,yen ana hrv prestige .. mesthi juara disini,neutral,neutral,positive,neutral,neutral,neutral
"Adik ku juga pakai hrv tetapi yang 1500 , kalau lagi nebeng di kursi belakang memang nyaman banget luas .","adhi ku uga anggo hrv nanging kang 1500 , yen lagi nebeng ing kursi wuri pancen kepenak banget jembar .",neutral,neutral,neutral,positive,neutral,neutral
"Tadi siang mampir ke dealer mobil Toyota Bintaro , nanya-nanya mobil avanza . Sales girl - nya pelayanan nya gak ramah banget . Orang kayak gitu dijadiin sales mobil","wau awan mampir menyang dealer mobil toyota bintaro , nanya-nane mobil avanza . sales girl -e pelayanane ora grapyak banget . wong kaya ngono dijadiin sales mobil",neutral,neutral,neutral,neutral,neutral,negative
Wuling Confero mobil nyaman buat keluarga .,wuling confero mobil kepenak gawe kulawarga .,neutral,neutral,positive,neutral,neutral,neutral
Honda HRV Cvt - nya lambat ( enggak tahu yang 1.8 ) .,honda hrv cvt -e alon ( ora ngerti kang 1.8 ) .,neutral,neutral,neutral,negative,neutral,neutral
Suzuki All New Ertiga Kini Semakin Mahal,suzuki all new ertiga saiki tansaya larang,neutral,neutral,neutral,neutral,negative,neutral
Harga ignis sangat baik untuk harga mobil segitu,rega ignis apik banget kanggo rega mobil semono,neutral,neutral,neutral,neutral,positive,neutral
"Toyota harga kemahalan , kualitas menurun , layanan purnajual menurun","toyota rega kemahalan , kualitas mudhun , layanan purnajual mudhun",neutral,neutral,negative,neutral,negative,negative
service toyota memang tidak pernah mengecewakan,service toyota pancen ora tau nguciwani,neutral,neutral,neutral,neutral,neutral,positive
vario jauh lebih boros daripada mio,vario adoh luwih boros daripada mio,negative,neutral,neutral,neutral,neutral,neutral
Suspensi enak pajero sport bro bukan fortuner,suspensi sekeca pajero sport bro dudu fortuner,neutral,neutral,neutral,negative,neutral,neutral
meskipun honda brio body nya oke tapi kalo mesin nya tidak bagus ya buat apa,sanadyan honda brio bodye oke nanging yen mesine ora apik ya kanggo apa,neutral,negative,neutral,positive,neutral,neutral
"Toyota rush ini perawatan nya mudah , bengkel banyak di mana-mana .","toyota rush iki perawatane gampang , bengkel akeh ing ngendi-ngendi .",neutral,neutral,neutral,neutral,neutral,positive
"Sampai saat ini brand mobil paling memuaskan gue secara keseluruhan : value , kualitas mobil , purnajual masih Toyota .","tekan wektu iki brand mobil paling maremake aku  kanthi sakabehe : value , kualitas mobil , purnajual isih toyota .",neutral,neutral,positive,neutral,positive,neutral
"suka sama brio karena lincah dan gesit banget untuk dibawa ke manapun, calya kalah jauh pokok nya","remen padha brio amarga lincah lan gesit banget kanggo digawa menyang ndi wae, calya kalah adoh pokoke",neutral,negative,neutral,neutral,neutral,neutral
"GL ini menurut saya, enak dikendarai dari perspektif pengemudi.","gl iki manut aku, sekeca dikendarai saka perspektif pengemudi.",neutral,neutral,positive,neutral,neutral,neutral
Wuling cortez ini kayak nya nyaman banget sih daripada avanza,wuling cortez iki kayake kepenak banget sih daripada avanza,neutral,neutral,negative,neutral,neutral,neutral
cinta banget sama pilihan warna honda jazz yang bikin gemas,tresna banget karo pilihan werna honda jazz kang gawe gemas,neutral,neutral,neutral,positive,neutral,neutral
"Kijang kapsul luas tetapi boros bensin , avanza irit tetapi sempit , huh","kijang kapsul jembar nanging boros bensin , avanza irit nanging ciyut , huh",positive,neutral,neutral,negative,neutral,neutral
saya lebih ke mobilio karena dari segi tenaga lebih unggul,aku luwih menyang mobilio amarga saka segi tenaga luwih unggul,neutral,positive,neutral,neutral,neutral,neutral
"Mitsubishi ini mobil yang perawatan nya gampang , enak banget","mitsubishi iki mobil kang perawatane gampang , sekeca banget",neutral,neutral,neutral,neutral,neutral,positive
"mantep juga nih ketahanan mesin mobil nya wuling confero L, auto banyak yang beli buat taksi online.","mantap uga nih ketahanan mesin mobile wuling confero l, auto akeh kang tuku gawe taksi online.",neutral,positive,neutral,neutral,neutral,neutral
jazz tenaga nya oke banget daripada brio kalah jauh,jazz tenagane oke banget daripada brio kalah adoh,neutral,negative,neutral,neutral,neutral,neutral
Saya lebih cenderung VRZ punya daya tarik tersendiri,aku luwih rada vrz nduwe daya tarik dhewe,neutral,neutral,positive,neutral,neutral,neutral
kelengkapan fitur sama kapasitas cc dan power yang lebih gede .. sirion lebih banyak keunggulan,kelengkapan fitur padha kapasitas cc lan power kang luwih gede .. sirion luwih akeh kaunggulan,neutral,positive,neutral,positive,neutral,neutral
"Saya pake all New Honda Brio Satya E gan , sangat nyaman dan good , apalagi brand nya H , beda dengan suzuki ignis dan Daihatsu sirion","aku anggo all new honda brio satya e gan , kepenak banget lan good , apa maneh brande h , seje karo suzuki ignis lan daihatsu sirion",neutral,neutral,negative,neutral,neutral,neutral
"Tolong dong dibenahi AHAS nya , masa saya mau servis motor dan ganti oli mekanik nya gak ada .","tulung dong dibenahi ahase , masa aku arep servis montor lan genti oli mekanike ora ana .",neutral,neutral,neutral,neutral,neutral,negative
Penilaian saya adalah Avanza ini mobil nyaris sempurna,penilaian aku yaiku avanza iki mobil nyaris sampurna,neutral,neutral,positive,neutral,neutral,neutral
saya semakin yakin untuk pakai honda brio sebagai mobil sehari-hari karena menyenangkan untuk dikendarai .,aku tansaya yakin kanggo anggo honda brio dadi mobil sadina-dina amarga nyenengake kanggo dikendarai .,neutral,neutral,positive,neutral,neutral,neutral
"kaki-kaki nyaman kabin dan bagasi juga luas banget , interior dan fitur juga terbilang bagus di kelas nya . Pokok nya senang lah pakai hrv","kaki-kaki kepenak kabin lan bagasi uga jembar banget , interior lan fitur uga kapetung apik ing kelase . pokoke seneng lah anggo hrv",neutral,neutral,neutral,positive,neutral,neutral
"Beli Wuling Confero S dapat jasa servis 2,5 tahun enggak usah bayar .","tuku wuling confero s oleh jasa servis 2,5 taun ora usah bayar .",neutral,neutral,neutral,neutral,neutral,positive
Mini masih kalah besar tenaga nya dibanding daihatsu ayla turbo,mini isih kalah gedhe tenagane dibandhingake daihatsu ayla turbo,neutral,positive,neutral,neutral,neutral,neutral
Warna Avanza keluaran terbaru ini menambah mobil menjadi terlihat lebih modern,werna avanza babaran paling anyar iki nambah mobil dadi katon luwih modhern,neutral,neutral,neutral,positive,neutral,neutral
"Xenia tahun 2008 dipakai selama 2 bulan bolak-balik jakarta - bandung , mesin tidak sekalipun bermasalah .","xenia taun 2008 dianggo lawase 2 sasi bola-bali jakarta -bandung , mesin ora sepisana bermasalah .",neutral,positive,neutral,neutral,neutral,neutral
"Semua tipe PCX 2018 keren apalagi yang PCX ABS . Keren banget model nya , bagus dan canggih mesin nya dan hemat BBM - nya .","kabeh tipe pcx 2018 keren apa maneh kang pcx abs . keren banget modhele , apik lan canggih mesine lan gemi bbm -e .",positive,positive,positive,positive,neutral,neutral
"Kebetulan saya juga pakai HRV , namun pengalaman di bengkel resmi nya , banyak yang kurang menyenangkan . serta biaya servis nya agak mahal .","kebeneran aku uga anggo hrv , nanging pengalaman ing bengkel resmine , akeh kang kurang nyenengake . sarta ragad servise rada larang .",neutral,neutral,neutral,neutral,neutral,negative
"enggak menyangka sekelas SUV 1800 cc bahan bakar 1 banding 12 dalam kota , irit banget .","ora nyana sekelas suv 1800 cc bahan obong 1 bandhing 12 jroning kutha , irit banget .",positive,neutral,neutral,neutral,neutral,neutral
City Car Daihatsu Satu Ini Ternyata Harga nya Tak Terlalu Mahal,city car daihatsu siji iki jebul regane ora pati larang,neutral,neutral,neutral,neutral,positive,neutral
@Mitsubishi_ID Bengkel Matraman kurang bagus service mobil saya .,@mitsubishi_id bengkel matraman kurang apik service mobil aku .,neutral,neutral,neutral,neutral,neutral,negative
Xpander bodi juga kaleng . Siapa bilang hanya rush doang yg kaleng,xpander bodi uga kaleng . sapa ngomong mung rush thok kang kaleng,neutral,neutral,neutral,negative,neutral,neutral
Honda Brio RS CVT mantap bro . Cuma harga agak mahal saja sih,honda brio rs cvt mantep bro . namung rega rada larang wae sih,neutral,neutral,positive,neutral,negative,neutral
avanza mantep banget power nya buat dibawa ke jalanan tajam,avanza mantap banget powere gawe digawa menyang dalanan landhep,neutral,positive,neutral,neutral,neutral,neutral
brio manuver nya lincah abis kalo dibanding sama calya,brio manuvere lincah abis yen dibandhingake padha calya,neutral,negative,neutral,neutral,neutral,neutral
purnajual kembali toyota rush juga masih bagus .,purnajual bali toyota rush uga isih apik .,neutral,neutral,neutral,neutral,positive,neutral
Bengkel @Honda Terang anugrah pamulang payah pelayanan nya,bengkel @honda terang anugrah pamulang payah pelayanane,neutral,neutral,neutral,neutral,neutral,negative
"Saya beli Avanza 2011 , untuk harga sangat ergonomis buat keluarga dan untuk konsumsi bensin nya irit .","aku tuku avanza 2011 , kanggo rega ergonomis banget gawe kulawarga lan kanggo konsumsi bensine irit .",positive,neutral,neutral,neutral,positive,neutral
"Suspensi agak keras , dan juga belum ada telescopic di setir , semoga ada perubahan di Terios ke depan nya , terima kasih .","suspensi rada keras , tur durung ana telescopic ing setir , muga-muga ana owah-owahan ing terios menyang ngarepe , matur nuwun .",neutral,neutral,neutral,negative,neutral,neutral
kalau yang aku rasakan sih performa avanza 1.5 lebih lincah dan lebih irit,yen kang aku rasakake sih performa avanza 1.5 luwih lincah lan luwih irit,positive,positive,neutral,neutral,neutral,neutral
Avanza sih harga nya murah nan ramah,avanza sih regane murah kang  grapyak,neutral,neutral,neutral,neutral,positive,neutral
Honda vario ku murah perawatan rutin dan selalu termonitor kalau ada kekurangan satu dan lainnya dapat terdeteksi secara cepat dan bahkan banyak tempat servis yang tersebar menjadikan mudah dalam pemeliharaan nya .,honda vario ku murah pangopenan rutin lan tansah termonitor yen ana kakurangan siji lan liyane oleh terdeteksi kanthi cepet lan malah akeh papan servis kang kasebar ndadekake gampang jroning pemeliharaane .,neutral,neutral,neutral,neutral,neutral,positive
udah delapan bulan baru jadi lama bener,wis wolung sasi anyar dadi suwe bener,neutral,neutral,neutral,neutral,neutral,negative
Agak kemahalan ya untuk sekelas brio,rada kemahalan ya kanggo sekelas brio,neutral,neutral,neutral,neutral,negative,neutral
Konsumsi bahan bakar Avanza cukup irit,konsumsi bahan obong avanza cukup irit,positive,neutral,neutral,neutral,neutral,neutral
"xenia li saya , tahun 2006 akhir dah vvti bunyi mesin nya kasar kalau posisi diam . kayak diesel gitu .","xenia li aku , taun 2006 akir wis vvti uni mesine kasar yen posisi meneng . kaya diesel ngono .",neutral,negative,neutral,neutral,neutral,neutral
"Dari semua merek mobil yang pernah saya pakai , terios baru ini lumayan boros .","saka kabehing merek mobil kang tau aku anggo , terios anyar iki lumayan boros .",negative,neutral,neutral,neutral,neutral,neutral
"Mini cooper , mobil stylish yang mendekati sempurna","mini cooper , mobil stylish kang nyedhaki sampurna",neutral,neutral,positive,neutral,neutral,neutral
Memiliki mesin dual VVTI dan sistem penggerak roda belakang membuat Daihatsu Great New Xenia punya keunggulan dalam efisiensi dan kemudahan perawatan nya .,nduweni mesin dual vvti lan sistem penggerak rodha wuri nggawe daihatsu great new xenia nduwe kaunggulan jero efisiensi lan gampang  perawatane .,positive,neutral,neutral,neutral,neutral,positive
Aku sudah test drive dan merasakan tarikan yang cukup mantap di mobil wuling ini .,aku wis test drive lan ngrasakake tarikan kang cukup mantep ing mobil wuling iki .,neutral,positive,neutral,neutral,neutral,neutral
mesin wuling confero ini tidak berisik,mesin wuling confero iki ora rame,neutral,negative,neutral,neutral,neutral,neutral
"Fortuner kalau dilihat harga nya memang menjulang tinggi . tetapi di balik harga itu , kualitas yang diberikan juga bagus .","fortuner yen dideleng regane pancen menjulang dhuwur . nanging ing walik rega iku , kualitas kang diwenehake uga apik .",neutral,neutral,positive,neutral,negative,neutral
ampun deh punya xenia uang habis cuma buat konsumsi bensin,ampun deh nduwe xenia dhuwit entek namung gawe konsumsi bensin,negative,neutral,neutral,neutral,neutral,neutral
Wah kayak nya si wuling formo ini kurang meyakinkan buat tunggangan besi harian.,wah kayake si wuling formo iki kurang ngyakinake gawe tunggangan wesi padinan.,neutral,neutral,negative,neutral,neutral,neutral
"Toyota Rush saya , konsumsi bahan bakar nya cukup irit .","toyota rush aku , konsumsi bahan bakare cukup irit .",positive,neutral,neutral,neutral,neutral,neutral
"harga nya terbilang murah dengan fitur dan desain yang cukup keren , suzuki baleno 2017","regane kapetung murah karo fitur lan desain kang cukup keren , suzuki baleno 2017",neutral,neutral,neutral,positive,positive,neutral
"ya benar kak , kelemahan mobilio cuma 1 , di mesin nya kalau kecepatan di atas 100 kph , memang berisik banget sih .","ya bener kak , kelemahan mobilio namung 1 , ing mesine yen kecepatan ing dhuwur 100 kph , pancen rame banget sih .",neutral,negative,neutral,neutral,neutral,neutral
"Hmm pelayanan nya not recommended lah , masih lebih bagus bengkel non-resmi ( @ Astra International Daihatsu ( Pondok Cabe ))","hmm pelayanane not recommended lah , isih luwih apik bengkel non-resmi ( @ astra international daihatsu ( pondok cabe ))",neutral,neutral,neutral,neutral,neutral,negative
"wah , juragan xenia li 2004 saya dulu 5 tahun belum ganti ban . masih tebal semua","wah , juragan xenia li 2004 aku dhisik 5 taun durung genti ban . isih kandel kabeh",neutral,neutral,neutral,positive,neutral,neutral
"Perubahan minor ya wajar gak naik harga , gak naik harga aja penjualan minim apa lagi naik harga . Pabrikan jepang sama2 aja pelit nya ....","owah-owahan minor ya lumrah ora munggah rega , ora munggah rega wae penjualan minim apa maneh munggah rega . pabrikan jepang padha2 wae pelite ....",neutral,neutral,neutral,neutral,negative,neutral
Gue lebih milih honda karena minim perawatan dan suku cadang yang awet dan murah,aku  luwih milih honda amarga minim pangopenan lan suku cadang kang awet lan murah,neutral,neutral,neutral,positive,neutral,positive
livina di tempat gue bensin nya asli boros banget kalau soal ngelitik memang iya,livina ing papan aku  bensine asli boros banget yen soal ngelitik pancen iya,negative,negative,neutral,neutral,neutral,neutral
saya pilih xi+ karena ternyata irit nya enggak beda jauh .,aku pilih xi+ amarga jebul irite ora seje adoh .,positive,neutral,neutral,neutral,neutral,neutral
Wuling Formo 1.2 Standard yang ramah untuk penumpang.,wuling formo 1.2 standard kang grapyak kanggo penumpang.,neutral,neutral,positive,neutral,neutral,neutral
Xenia dengan pegangan pintu nya yang diposisikan tengah menurut saya sendiri kurang suka sih,xenia karo cekelan lawange kang diposisikan tengah manut aku dhewe kurang remen sih,neutral,neutral,neutral,negative,neutral,neutral
Kalau rush banyak jeroan nya jadi berat tetapi stabil .,yen rush akeh jeroane dadi abot nanging stabil .,neutral,positive,neutral,negative,neutral,neutral
"Veloz keluaran Toyota ternyata enak dipake , nyaman , pesan dari dealer juga gak lama inden nya , thanks toyota :D","veloz babaran toyota jebul sekeca dipake , kepenak , pesen saka dealer uga ora suwe indene , thanks toyota :d",neutral,neutral,positive,neutral,neutral,positive
@Auto2000ID maaf kenapa ya mobil ya setelah di servis di dealer toyota sekarang mobil nya jadi susah di starter ? Dan sering mati mati,@auto2000id pangapurane geneya ya mobil ya sawise ing servis ing dealer toyota saiki mobile dadi angel ing starter ? lan asring mati mati,neutral,neutral,neutral,neutral,neutral,negative
Mobil xenia mantap irit pula . untuk perawatan nya mesin nya lumayan murah .,mobil xenia mantep irit uga . kanggo perawatane mesine lumayan murah .,positive,neutral,positive,neutral,neutral,positive
"setelah membeli toyota calya , saya merasakan banyak lagi kelebihan nya .","sawise nuku toyota calya , aku ngrasakake akeh maneh kaluwihane .",neutral,neutral,positive,neutral,neutral,neutral
"Dari segi harga terlalu mahal , mengingat harga Sparepart Mitsubishi Xpander selangit .","saka segi rega terlalu larang , ngelingi rega sparepart mitsubishi xpander selangit .",neutral,neutral,neutral,neutral,negative,neutral
yang paling cocok untuk wanita karir memang calya dari segi desain karena mungil tapi tetap terlihar stylish,kang paling cocog kanggo wadon karir pancen calya saka segi desain amarga mungil nanging tetep terlihar stylish,neutral,neutral,neutral,positive,neutral,neutral
"Enak juga bengkel Toyota di margonda ini . Semua petugas ramah dan helpful , layanan cepat , dan dapat kopi gratis .","sekeca uga bengkel toyota ing margonda iki . kabeh petugas grapyak lan helpful , layanan cepet , lan oleh kopi gratis .",neutral,neutral,neutral,neutral,neutral,positive
"Sebelum ramadhan 2014 , saya ganti accu di bengkel honda Jakarta center , jayakarta . Belum setahun , sudah soak . Payah","sadurunge pasa 2014 , aku genti accu ing bengkel honda jakarta center , jayakarta . durung sataun , wis soak . payah",neutral,neutral,neutral,neutral,neutral,negative
harga unit mobil GL kemahalan,rega unit mobil gl kemahalan,neutral,neutral,neutral,neutral,negative,neutral
"pakai rush trd enak banget dari bangku , kaki-kaki enak dan saya bawa lari dengan kecepatan hampir 140 km / jam Tidak limbung dan masalah bensin irit banget dan ac dingin","anggo rush trd sekeca banget saka bangku , kaki-kaki sekeca lan aku gawa mlayu karo kecepatan meh 140 km / jam ora limbung lan masalah bensin irit banget lan ac adem",neutral,positive,neutral,positive,positive,neutral
Pakai Altis v enggak boros-boros amat sih,anggo altis v ora boros-boros banget sih,positive,neutral,neutral,neutral,neutral,neutral
"Apalagi Kalau perjalanan Jauh , dengan bensin yang irit banget bagi saya begitu performa yang stabil , avanza adalah mobil idaman bagi saya Dan juga keluarga besar saya .","apa maneh yen perjalanan adoh , karo bensin kang irit banget kanggo aku mangkono performa kang stabil , avanza yaiku mobil idaman kanggo aku tur kulawarga gedhe aku .",positive,positive,neutral,neutral,neutral,neutral
"Yang saya enggak suka , kalau saya duduk di belakang , kepala mentok dengan atap dengan tinggi 183 cm . Duduk di posisi mengemudi , rambut saya kena plafon mobil jadi kurang nyaman .","kang aku ora remen , yen aku lungguh ing wuri , sirah mentok karo atap karo dhuwur 183 cm . lungguh ing posisi mengemudi , rambut aku kena plafon mobil dadi kurang kepenak .",neutral,neutral,neutral,negative,neutral,neutral
Saya pribadi lebih suka sama design luar dalam CX3,aku pribadi luwih remen padha design jaba jero cx3,neutral,neutral,neutral,positive,neutral,neutral
Bagusan Fortuner daripada Pajero sport,bagusan fortuner daripada pajero sport,neutral,neutral,negative,neutral,neutral,neutral
Sejauh ini belum ne mu bengkel resmi mitsubishi yang pelayan nya ' bagus ',saadoh iki durung ne mu bengkel resmi mitsubishi kang pelayane ' apik ',neutral,neutral,neutral,neutral,neutral,positive
Toyota lebih unggul dari mitsubishi secara worldwide termasuk di Indonesia,toyota luwih unggul saka mitsubishi kanthi worldwide kalebu ing indonesia,neutral,neutral,negative,neutral,neutral,neutral
"Toyota Innova suspensi nya sangat mantap , tidak pernah rewel mesin nya karena rutin diservis .","toyota innova suspensine mantep banget , ora tau rewel mesine amarga rutin diservis .",neutral,positive,neutral,positive,neutral,neutral
"Gue pakai HRV juga dan udah 2 tahun , jujur enggak suka sih sama ini mobil .","aku  anggo hrv uga lan wis 2 taun , jujur ora remen sih padha iki mobil .",neutral,neutral,negative,neutral,neutral,neutral
Rush cocok untuk segala medan,rush cocog kanggo kabeh medan,neutral,neutral,positive,neutral,neutral,neutral
"xenia li sudah ada power window , tachometer , power steering","xenia li wis ana power window , tachometer , power steering",neutral,neutral,neutral,positive,neutral,neutral
"Khusus Xenia , ada pengalaman tahun 2008 digunakan oleh tim proyek . selama 2 bulan , Jakarta - Bandung setiap 2 hari via tol . Tidak ada keluhan sedikit pun .","mligi xenia , ana pengalaman taun 2008 digunakake dening tim proyek . lawase 2 sasi , jakarta -bandung saben 2 dina via tol . ora ana keluhan sathithik uga .",neutral,neutral,positive,neutral,neutral,neutral
Altis G MT jadi tunggangan nyaman .,altis g mt dadi tunggangan kepenak .,neutral,neutral,positive,neutral,neutral,neutral
keseluruhan saya suka dengan Terios .,sakabehaning aku remen karo terios .,neutral,neutral,positive,neutral,neutral,neutral
Pengalaman hrv 1.5 e cvt . Sangat tidak puas,pengalaman hrv 1.5 e cvt . ora marem banget,neutral,neutral,negative,neutral,neutral,neutral
Semoga berkembang toyota biar gk ditinggalin customer nya satu per satu,muga-muga ngembang toyota ben gk ditinggalin customere siji per siji,neutral,neutral,negative,neutral,neutral,neutral
Xpander pokok nya terbaik di kelas nya .,xpander pokoke paling apik ing kelase .,neutral,neutral,positive,neutral,neutral,neutral
Puas banget coi punya Xpander mah .,marem banget coi nduwe xpander mah .,neutral,neutral,positive,neutral,neutral,neutral
